part_id,part_name,category,kid_friendly_name,what_it_does,skill_level,voltage,usual_qty,buy_search_term,compatible_with,example_projects,common_mistake,safety_note,online_search_robu,online_search_robocraze,online_search_amazon_in,local_store_search_term,priority,applicable_robot_types,why_add,source_gap_id
MECH-009,Cross-Roller Bearing,"Bearings, Shafts & Structural",Robot skeleton part,Supports rotating robot joints while reducing friction and play.,Intermediate,Passive / model dependent,2–12+,Cross-Roller Bearing,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Cross-Roller+Bearing&post_type=product,https://robocraze.com/search?q=Cross-Roller+Bearing,https://www.amazon.in/s?k=Cross-Roller+Bearing,Cross-Roller Bearing,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-141
MECH-010,Flanged Bearing,"Bearings, Shafts & Structural",Robot skeleton part,Supports rotating robot joints while reducing friction and play.,Intermediate,Passive / model dependent,2–12+,Flanged Bearing,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Flanged+Bearing&post_type=product,https://robocraze.com/search?q=Flanged+Bearing,https://www.amazon.in/s?k=Flanged+Bearing,Flanged Bearing,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-139
MECH-011,Heat-Set Insert,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Heat-Set Insert,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Heat-Set+Insert&post_type=product,https://robocraze.com/search?q=Heat-Set+Insert,https://www.amazon.in/s?k=Heat-Set+Insert,Heat-Set Insert,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-153
MECH-012,Linear Bearing,"Bearings, Shafts & Structural",Robot skeleton part,Supports rotating robot joints while reducing friction and play.,Intermediate,Passive / model dependent,2–12+,Linear Bearing,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Linear+Bearing&post_type=product,https://robocraze.com/search?q=Linear+Bearing,https://www.amazon.in/s?k=Linear+Bearing,Linear Bearing,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-143
MECH-013,Pillow Block Bearing,"Bearings, Shafts & Structural",Robot skeleton part,Supports rotating robot joints while reducing friction and play.,Intermediate,Passive / model dependent,2–12+,Pillow Block Bearing,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Pillow+Block+Bearing&post_type=product,https://robocraze.com/search?q=Pillow+Block+Bearing,https://www.amazon.in/s?k=Pillow+Block+Bearing,Pillow Block Bearing,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-144
MECH-014,Robot Joint Hub,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Robot Joint Hub,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Robot+Joint+Hub&post_type=product,https://robocraze.com/search?q=Robot+Joint+Hub,https://www.amazon.in/s?k=Robot+Joint+Hub,Robot Joint Hub,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-150
MECH-015,Servo Horn,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Servo Horn,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Servo+Horn&post_type=product,https://robocraze.com/search?q=Servo+Horn,https://www.amazon.in/s?k=Servo+Horn,Servo Horn,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-149
MECH-016,Shaft Collar,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Shaft Collar,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Shaft+Collar&post_type=product,https://robocraze.com/search?q=Shaft+Collar,https://www.amazon.in/s?k=Shaft+Collar,Shaft Collar,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-151
MECH-017,Spring Assortment,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Spring Assortment,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Spring+Assortment&post_type=product,https://robocraze.com/search?q=Spring+Assortment,https://www.amazon.in/s?k=Spring+Assortment,Spring Assortment,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-155
MECH-018,Standoff Assortment,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Standoff Assortment,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Standoff+Assortment&post_type=product,https://robocraze.com/search?q=Standoff+Assortment,https://www.amazon.in/s?k=Standoff+Assortment,Standoff Assortment,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-154
MECH-019,Steel Shaft,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Steel Shaft,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Steel+Shaft&post_type=product,https://robocraze.com/search?q=Steel+Shaft,https://www.amazon.in/s?k=Steel+Shaft,Steel Shaft,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-145
MECH-020,Thin-Section Bearing,"Bearings, Shafts & Structural",Robot skeleton part,Supports rotating robot joints while reducing friction and play.,Intermediate,Passive / model dependent,2–12+,Thin-Section Bearing,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Thin-Section+Bearing&post_type=product,https://robocraze.com/search?q=Thin-Section+Bearing,https://www.amazon.in/s?k=Thin-Section+Bearing,Thin-Section Bearing,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-140
MECH-021,Threaded Insert,"Bearings, Shafts & Structural",Robot skeleton part,"Supports robot structures, rotating joints and mechanical assemblies.",Intermediate,Passive / model dependent,2–12+,Threaded Insert,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Threaded+Insert&post_type=product,https://robocraze.com/search?q=Threaded+Insert,https://www.amazon.in/s?k=Threaded+Insert,Threaded Insert,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-152
MECH-022,Thrust Bearing,"Bearings, Shafts & Structural",Robot skeleton part,Supports rotating robot joints while reducing friction and play.,Intermediate,Passive / model dependent,2–12+,Thrust Bearing,Robot frames; joints; motors; transmissions,Custom Robot Joint,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Thrust+Bearing&post_type=product,https://robocraze.com/search?q=Thrust+Bearing,https://www.amazon.in/s?k=Thrust+Bearing,Thrust Bearing,P0,All mechanical robots,"Your Mechanical category currently has only chassis/wheels/fasteners; joints need bearings, shafts, frames and hubs.",GAP-142
COM-004,4G/LTE Module,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Intermediate,3.3–5V logic; verify model,1+,4G/LTE Module,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=4G%2FLTE+Module&post_type=product,https://robocraze.com/search?q=4G%2FLTE+Module,https://www.amazon.in/s?k=4G%2FLTE+Module,4G/LTE Module,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-186
COM-005,5G Modem,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Advanced,Passive / model dependent,1+,5G Modem,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=5G+Modem&post_type=product,https://robocraze.com/search?q=5G+Modem,https://www.amazon.in/s?k=5G+Modem,5G Modem,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-187
COM-006,CAN Bus Transceiver,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Intermediate,3.3–5V logic; verify model,1+,CAN Bus Transceiver,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=CAN+Bus+Transceiver&post_type=product,https://robocraze.com/search?q=CAN+Bus+Transceiver,https://www.amazon.in/s?k=CAN+Bus+Transceiver,CAN Bus Transceiver,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-178
COM-007,CAN-FD Transceiver,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Intermediate,3.3–5V logic; verify model,1+,CAN-FD Transceiver,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=CAN-FD+Transceiver&post_type=product,https://robocraze.com/search?q=CAN-FD+Transceiver,https://www.amazon.in/s?k=CAN-FD+Transceiver,CAN-FD Transceiver,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-179
COM-008,EtherCAT Interface,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Advanced,Passive / model dependent,1+,EtherCAT Interface,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=EtherCAT+Interface&post_type=product,https://robocraze.com/search?q=EtherCAT+Interface,https://www.amazon.in/s?k=EtherCAT+Interface,EtherCAT Interface,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-181
COM-009,Ethernet PHY / Adapter,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Intermediate,Passive / model dependent,1+,Ethernet PHY / Adapter,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Ethernet+PHY+%2F+Adapter&post_type=product,https://robocraze.com/search?q=Ethernet+PHY+%2F+Adapter,https://www.amazon.in/s?k=Ethernet+PHY+%2F+Adapter,Ethernet PHY / Adapter,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-182
COM-010,LoRa Module,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Intermediate,3.3–5V logic; verify model,1+,LoRa Module,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=LoRa+Module&post_type=product,https://robocraze.com/search?q=LoRa+Module,https://www.amazon.in/s?k=LoRa+Module,LoRa Module,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-188
COM-011,RS-485 Transceiver,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Intermediate,3.3–5V logic; verify model,1+,RS-485 Transceiver,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=RS-485+Transceiver&post_type=product,https://robocraze.com/search?q=RS-485+Transceiver,https://www.amazon.in/s?k=RS-485+Transceiver,RS-485 Transceiver,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-180
COM-012,USB-to-CAN Adapter,Communication & Networks,Robot data link,"Carries robot control/data between controllers, sensors and actuators.",Intermediate,5V / USB (model dependent),1+,USB-to-CAN Adapter,MCU/SBC; smart actuators; sensors; robot network,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=USB-to-CAN+Adapter&post_type=product,https://robocraze.com/search?q=USB-to-CAN+Adapter,https://www.amazon.in/s?k=USB-to-CAN+Adapter,USB-to-CAN Adapter,P0,Humanoid; Quadruped; Industrial Arm; AMR,"Advanced robots use CAN, RS-485, Ethernet/EtherCAT and cellular links, not only HC-05/NRF24L01.",GAP-183
